target,text
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/805789829541/Sherri Mills/Yes Bank/UPI
SALARY,INB-BULK-UPLD/837139176665/SALARY/JUL/2021/Jul
MERCHENT,UPI/P2M/802339229401/Melissa Collins/HDFC Bank
BANK_TRANSFER,UPI/P2A/667238500426/Brittany Wood/Fedral Bank/UPI
SALARY,INB-BULK-UPLD/212252444994/SALARY/OCT/2020/Oct
SALARY,INB-BULK-UPLD/331120956306/SALARY/MAY/2022/May
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/890905154702/Melanie Herman/State Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/592414451552/Leslie Haynes/ICICI Bank
BANK_TRANSFER,UPI/P2A/491882242055/Bridget Mcintyre/Yes Bank/UPI
MERCHENT,UPI/P2M/666609580695/Robert Wright/HDFC Bank
SALARY,INB-BULK-UPLD/177372993976/SALARY/MAY/2021/May
SALARY,INB-BULK-UPLD/576331744943/SALARY/JUL/2022/Jul
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/636802881120/Michael Baker/ICICI Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/297165061186/Judy Chang/State Bank
SALARY,INB-BULK-UPLD/152418376192/SALARY/JUL/2021/Jul
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/966055470545/SALARY/FEB/2021/Feb
MERCHENT,UPI/P2M/478283870786/Kevin Davis/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/953927155667/Christopher Jones/Fedral Bank
SALARY,INB-BULK-UPLD/683191271725/SALARY/OCT/2022/Oct
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/569355656791/Valerie Miller/State Bank
BANK_TRANSFER,UPI/P2A/208927377042/Amy Howard/HDFC Bank/UPI
SALARY,INB-BULK-UPLD/765823033796/SALARY/DEC/2023/Dec
MERCHENT,UPI/P2M/376087476813/Phyllis Solis/Yes Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/548820715924/Joseph Lloyd/Axis Bank/UPI
MERCHENT,UPI/P2M/884855440613/David Barnes/HDFC Bank
MERCHENT,UPI/P2M/797411224659/Paul Rasmussen/State Bank
BANK_TRANSFER,UPI/P2A/491550951824/Brian Garcia/HDFC Bank/UPI
MERCHENT,UPI/P2M/265578165702/Melissa Gallagher/Yes Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/352511011901/Sarah Cunningham/Yes Bank/UPI
MERCHENT,UPI/P2M/634470827200/Sonya Pena/State Bank
BANK_TRANSFER,UPI/P2A/538921520473/Carl Sanchez/ICICI Bank/UPI
BANK_TRANSFER,UPI/P2A/829942609570/Monica Farmer/Axis Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/783629299252/Stephanie Wiley/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/676289245094/Cody Nelson/Fedral Bank/UPI
MERCHENT,UPI/P2M/685847649333/Richard Mclean/ICICI Bank
MERCHENT,UPI/P2M/435032278456/Gary Meadows/ICICI Bank
SALARY,INB-BULK-UPLD/403861844988/SALARY/DEC/2020/Dec
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/104917398754/Jamie Anderson/State Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/428347038442/Andrea Perez/State Bank
BANK_TRANSFER,UPI/P2A/177871995973/Lisa Figueroa/State Bank/UPI
MERCHENT,UPI/P2M/465584884410/Justin Snyder/ICICI Bank
MERCHENT,UPI/P2M/491940985225/Manuel Morales/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/328152436691/SALARY/JUL/2021/Jul
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/821718398128/Jodi Burton/Yes Bank/UPI
BANK_TRANSFER,UPI/P2A/333532412042/Malik Madden/State Bank/UPI
MERCHENT,UPI/P2M/379794487748/Andrea Rodriguez/ICICI Bank
BANK_TRANSFER,UPI/P2A/534004293374/Danielle Robinson/Yes Bank/UPI
BANK_TRANSFER,UPI/P2A/528000288878/Dawn Thompson/Fedral Bank/UPI
BANK_TRANSFER,UPI/P2A/109654907896/Brenda Hardy/ICICI Bank/UPI
SALARY,INB-BULK-UPLD/130555886493/SALARY/AUG/2020/Aug
MERCHENT,UPI/P2M/394304780792/Jessica Brooks/Axis Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/635842860992/SALARY/DEC/2022/Dec
MERCHENT,UPI/P2M/448628249888/Antonio Wilson/State Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/216789298049/Elizabeth Lewis/Yes Bank
SALARY,INB-BULK-UPLD/325852543878/SALARY/JUL/2022/Jul
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/936610621810/Charles Newton/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/354879046867/SALARY/DEC/2023/Dec
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/798369333075/Shane Murray/HDFC Bank
BANK_TRANSFER,UPI/P2A/548133862731/Donna Le/ICICI Bank/UPI
SALARY,INB-BULK-UPLD/297233195657/SALARY/SEP/2020/Sep
SALARY,INB-BULK-UPLD/907813677671/SALARY/NOV/2020/Nov
MERCHENT,UPI/P2M/102879747617/David Owen/ICICI Bank
MERCHENT,UPI/P2M/312907548489/Angela Cervantes/ICICI Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/664546511872/Lori Hall/HDFC Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/337736519500/SALARY/FEB/2020/Feb
MERCHENT,UPI/P2M/834514657953/Derrick Patel/Fedral Bank
MERCHENT,UPI/P2M/820081815664/Patricia Mitchell/Fedral Bank
BANK_TRANSFER,UPI/P2A/122356432544/Daryl Wright/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/454038688660/Eric Davis/Yes Bank/UPI
SALARY,INB-BULK-UPLD/570258576647/SALARY/DEC/2020/Dec
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/509720432238/SALARY/JAN/2023/Jan
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/889517149606/Michael Mills/State Bank/UPI
MERCHENT,UPI/P2M/984401638649/Daniel Barnes/Fedral Bank
MERCHENT,UPI/P2M/608841351949/Ashley Bishop/Yes Bank
BANK_TRANSFER,UPI/P2A/601004797957/Erin Hart/ICICI Bank/UPI
MERCHENT,UPI/P2M/243109606722/Patricia Figueroa/State Bank
SALARY,INB-BULK-UPLD/891213912197/SALARY/APR/2020/Apr
MERCHENT,UPI/P2M/808737057001/Debra Salas/Axis Bank
BANK_TRANSFER,UPI/P2A/901679334084/Deborah Herrera/Axis Bank/UPI
SALARY,INB-BULK-UPLD/121518518373/SALARY/NOV/2021/Nov
SALARY,INB-BULK-UPLD/705681654908/SALARY/OCT/2021/Oct
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/345685201380/SALARY/JAN/2022/Jan
BANK_TRANSFER,UPI/P2A/802592747710/John Scott/HDFC Bank/UPI
MERCHENT,UPI/P2M/602184126125/Jacob Moyer/Yes Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/943057755765/Douglas Dickerson/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/846290014717/Noah Hansen/Yes Bank/UPI
MERCHENT,UPI/P2M/204289981365/Kathryn Fischer/Axis Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/526963139840/SALARY/FEB/2020/Feb
BANK_TRANSFER,UPI/P2A/731215789307/Amy Montgomery/ICICI Bank/UPI
MERCHENT,UPI/P2M/324418260568/Nicholas Fisher/Yes Bank
MERCHENT,UPI/P2M/783476548507/Hailey Andrews/State Bank
SALARY,INB-BULK-UPLD/372846092799/SALARY/JUN/2022/Jun
MERCHENT,UPI/P2M/394925168388/Eric Lee/Fedral Bank
BANK_TRANSFER,UPI/P2A/175585014344/Steven Marsh/HDFC Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/104421164466/Justin Wilson/State Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/717120138877/Richard Cruz/HDFC Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/878700888546/Beverly Peters/HDFC Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/367788632748/Justin Turner/HDFC Bank/UPI
MERCHENT,UPI/P2M/929506058631/Paul Young/Yes Bank
SALARY,INB-BULK-UPLD/585895302884/SALARY/MAY/2023/May
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/790168756984/Gordon Ingram/ICICI Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/143127770495/Sydney Diaz/Fedral Bank/UPI
MERCHENT,UPI/P2M/826146089213/Michael Holmes/Yes Bank
MERCHENT,UPI/P2M/991460026191/Christopher Meyer/HDFC Bank
MERCHENT,UPI/P2M/975676666606/Susan Macdonald/HDFC Bank
SALARY,INB-BULK-UPLD/633114988681/SALARY/JAN/2023/Jan
BANK_TRANSFER,UPI/P2A/567176860889/Zoe Conway/Fedral Bank/UPI
SALARY,INB-BULK-UPLD/772184590921/SALARY/JUL/2020/Jul
MERCHENT,UPI/P2M/907409729845/Emma Perez DDS/HDFC Bank
BANK_TRANSFER,UPI/P2A/638019254902/Bonnie Odom/State Bank/UPI
BANK_TRANSFER,UPI/P2A/964736438782/Rachel Keller/Yes Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/503566942661/Meghan Smith MD/Axis Bank/UPI
BANK_TRANSFER,UPI/P2A/473937649280/Maria Flores MD/Fedral Bank/UPI
SALARY,INB-BULK-UPLD/848345758591/SALARY/DEC/2021/Dec
SALARY,INB-BULK-UPLD/858244694957/SALARY/JAN/2021/Jan
BANK_TRANSFER,UPI/P2A/978836876612/Michael Lindsey/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/573903980934/Kayla Cortez/State Bank/UPI
MERCHENT,UPI/P2M/872238203635/Megan Dawson/Yes Bank
BANK_TRANSFER,UPI/P2A/821345678156/Jon Quinn/State Bank/UPI
SALARY,INB-BULK-UPLD/958966055684/SALARY/JAN/2022/Jan
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/198543261017/Judy Rios/Fedral Bank
SALARY,INB-BULK-UPLD/991082651254/SALARY/MAR/2021/Mar
SALARY,INB-BULK-UPLD/376194778331/SALARY/AUG/2022/Aug
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/135482040297/Rodney Wiggins/Fedral Bank/UPI
BANK_TRANSFER,UPI/P2A/157688134154/Carl Holt/Yes Bank/UPI
MERCHENT,UPI/P2M/288224542621/Lisa Harris/ICICI Bank
SALARY,INB-BULK-UPLD/717892582779/SALARY/JAN/2021/Jan
BANK_TRANSFER,UPI/P2A/721281438106/Crystal Johnson/HDFC Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/761195484697/Brian Norris/State Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/625063172012/Jason Allison DDS/HDFC Bank
BANK_TRANSFER,UPI/P2A/939857957882/Kristin Clark/ICICI Bank/UPI
MERCHENT,UPI/P2M/812971606897/Theresa Kelly/Yes Bank
SALARY,INB-BULK-UPLD/909416614236/SALARY/JUN/2021/Jun
SALARY,INB-BULK-UPLD/916902804406/SALARY/NOV/2022/Nov
SALARY,INB-BULK-UPLD/184744672161/SALARY/JAN/2020/Jan
MERCHENT,UPI/P2M/975709178969/Sara Sparks/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/605927056988/Jacob Baker/HDFC Bank
BANK_TRANSFER,UPI/P2A/909762138282/Julie Clark/Yes Bank/UPI
SALARY,INB-BULK-UPLD/978290271982/SALARY/MAY/2020/May
SALARY,INB-BULK-UPLD/638761252249/SALARY/JUL/2020/Jul
SALARY,INB-BULK-UPLD/431360545551/SALARY/APR/2020/Apr
SALARY,INB-BULK-UPLD/150900674612/SALARY/NOV/2020/Nov
MERCHENT,UPI/P2M/429922636356/Jeanne Francis/ICICI Bank
MERCHENT,UPI/P2M/493151744171/Kelsey Nunez/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/174192206684/SALARY/MAR/2020/Mar
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/566779432784/Richard Harvey/ICICI Bank
BANK_TRANSFER,UPI/P2A/232420843311/Elizabeth Lopez MD/Yes Bank/UPI
MERCHENT,UPI/P2M/645318631918/Michael Lopez/Fedral Bank
SALARY,INB-BULK-UPLD/452536325026/SALARY/OCT/2021/Oct
BANK_TRANSFER,UPI/P2A/306299073314/Jeffrey Leonard/ICICI Bank/UPI
SALARY,INB-BULK-UPLD/928223778977/SALARY/JAN/2023/Jan
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/367348145225/SALARY/DEC/2021/Dec
SALARY,INB-BULK-UPLD/258346478750/SALARY/AUG/2021/Aug
SALARY,INB-BULK-UPLD/137583161386/SALARY/SEP/2023/Sep
MERCHENT,UPI/P2M/600319394660/Miss Rebecca Hayden/Fedral Bank
MERCHENT,UPI/P2M/792694496356/Timothy Hubbard/HDFC Bank
SALARY,INB-BULK-UPLD/517083578621/SALARY/MAR/2020/Mar
BANK_TRANSFER,UPI/P2A/520691934744/Jill Johnson/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/786739040431/Jessica Weber/Axis Bank/UPI
SALARY,INB-BULK-UPLD/585985061588/SALARY/AUG/2020/Aug
SALARY,INB-BULK-UPLD/981460199568/SALARY/JUL/2021/Jul
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/731724322985/Jo Johnson/Yes Bank/UPI
MERCHENT,UPI/P2M/664126822515/Joyce Ward/Axis Bank
MERCHENT,UPI/P2M/434211968558/Tina Hunt/State Bank
SALARY,INB-BULK-UPLD/238034990429/SALARY/MAY/2021/May
SALARY,INB-BULK-UPLD/525313619349/SALARY/MAY/2020/May
MERCHENT,UPI/P2M/901588896030/Noah Smith/Axis Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/874406118543/Glenn Rodriguez/Yes Bank
BANK_TRANSFER,UPI/P2A/143117558429/Gary Lewis/ICICI Bank/UPI
SALARY,INB-BULK-UPLD/376586728800/SALARY/JUL/2021/Jul
BANK_TRANSFER,UPI/P2A/382094293087/Justin Lawson/Axis Bank/UPI
SALARY,INB-BULK-UPLD/531955141895/SALARY/DEC/2021/Dec
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/735172890800/SALARY/APR/2022/Apr
BANK_TRANSFER,UPI/P2A/860054302334/Todd Bray/Axis Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/606334230709/Ryan Joyce/ICICI Bank
BANK_TRANSFER,UPI/P2A/176834150272/Melissa Collier/State Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/214722944814/Kathleen Rivera/Axis Bank
BANK_TRANSFER,UPI/P2A/793238602619/Kim Rodriguez/Yes Bank/UPI
MERCHENT,UPI/P2M/475952575765/Adam Hopkins/Fedral Bank
SALARY,INB-BULK-UPLD/976077500118/SALARY/FEB/2022/Feb
SALARY,INB-BULK-UPLD/446717927575/SALARY/JUN/2023/Jun
SALARY,INB-BULK-UPLD/699487421060/SALARY/MAY/2023/May
MERCHENT,UPI/P2M/487820989833/Michael Smith/Yes Bank
SALARY,INB-BULK-UPLD/305814070252/SALARY/DEC/2023/Dec
SALARY,INB-BULK-UPLD/188403103769/SALARY/SEP/2022/Sep
BANK_TRANSFER,UPI/P2A/842607688895/Justin Mendoza/Fedral Bank/UPI
BANK_TRANSFER,UPI/P2A/425420652460/Ronald Berry/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/987599390684/Steven Valencia/Axis Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/136129378058/Hannah Carpenter/ICICI Bank/UPI
MERCHENT,UPI/P2M/271932173685/Amy Young/ICICI Bank
SALARY,INB-BULK-UPLD/177600625786/SALARY/DEC/2022/Dec
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/191139139970/Glenn Lin/ICICI Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/378106213545/Angela Morris/Yes Bank/UPI
BANK_TRANSFER,UPI/P2A/266773709111/Claudia Ward/Yes Bank/UPI
MERCHENT,UPI/P2M/290205446741/Jennifer Howard/HDFC Bank
SALARY,INB-BULK-UPLD/170691757568/SALARY/OCT/2021/Oct
MERCHENT,UPI/P2M/266564079619/Tiffany Lopez/Axis Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/201460166290/SALARY/JUN/2023/Jun
SALARY,INB-BULK-UPLD/978390176036/SALARY/MAY/2023/May
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/478378560775/Donald Rios/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/157351182657/Taylor Bennett/State Bank/UPI
BANK_TRANSFER,UPI/P2A/209263523746/Gabriel Caldwell/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/371499145793/Sarah Neal/Yes Bank/UPI
SALARY,INB-BULK-UPLD/933095156172/SALARY/JUN/2023/Jun
BANK_TRANSFER,UPI/P2A/802065791534/Juan Higgins/Fedral Bank/UPI
BANK_TRANSFER,UPI/P2A/699009034484/Kenneth Rodriguez/Yes Bank/UPI
SALARY,INB-BULK-UPLD/718465638446/SALARY/JUL/2020/Jul
MERCHENT,UPI/P2M/788163754119/Patricia Henry/State Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/409457632985/SALARY/SEP/2020/Sep
MERCHENT,UPI/P2M/146643273995/Rachel Gordon/ICICI Bank
MERCHENT,UPI/P2M/702603653795/Jessica Jackson/Yes Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/943857052314/Dawn Cole/HDFC Bank
SALARY,INB-BULK-UPLD/435107653505/SALARY/MAY/2020/May
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/924220165095/SALARY/DEC/2023/Dec
BANK_TRANSFER,UPI/P2A/757893698483/Christopher Jones/Fedral Bank/UPI
MERCHENT,UPI/P2M/805063732893/Rachael Martin/State Bank
BANK_TRANSFER,UPI/P2A/889885398803/Amy Lee/Yes Bank/UPI
BANK_TRANSFER,UPI/P2A/206789835465/Andrew Ellis/Axis Bank/UPI
SALARY,INB-BULK-UPLD/856080817082/SALARY/DEC/2022/Dec
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/322559209770/Robin Austin/Yes Bank
MERCHENT,UPI/P2M/277871788093/Nicole Gay/Fedral Bank
MERCHENT,UPI/P2M/134324400623/Pamela Duran/Axis Bank
MERCHENT,UPI/P2M/726141700105/Bryan Fowler/Axis Bank
SALARY,INB-BULK-UPLD/811756072712/SALARY/OCT/2023/Oct
BANK_TRANSFER,UPI/P2A/830304264676/Brianna Schmitt/ICICI Bank/UPI
MERCHENT,UPI/P2M/510972144571/Christopher West/ICICI Bank
SALARY,INB-BULK-UPLD/235079793446/SALARY/OCT/2021/Oct
BANK_TRANSFER,UPI/P2A/175918085517/Shawn Perry/Fedral Bank/UPI
BANK_TRANSFER,UPI/P2A/439470806908/Amy Nunez/Axis Bank/UPI
BANK_TRANSFER,UPI/P2A/924512262851/Courtney White/State Bank/UPI
BANK_TRANSFER,UPI/P2A/898711470163/Dr. Robert Collier/Fedral Bank/UPI
BANK_TRANSFER,UPI/P2A/232340361484/Ashley Thomas/ICICI Bank/UPI
MERCHENT,UPI/P2M/403582561996/Jason Douglas/ICICI Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/555925794134/Robert Munoz/HDFC Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/580398923954/SALARY/AUG/2022/Aug
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/734353898618/Connie Rivera/Fedral Bank
BANK_TRANSFER,UPI/P2A/620290030652/Pamela Stokes/ICICI Bank/UPI
MERCHENT,UPI/P2M/414169850656/Christopher Warren/Axis Bank
SALARY,INB-BULK-UPLD/892071812512/SALARY/APR/2020/Apr
MERCHENT,UPI/P2M/511704618298/Mr. Dustin Hart/Yes Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/469679090291/Ebony Lowe/HDFC Bank/UPI
BANK_TRANSFER,UPI/P2A/702433944864/Eric Ramirez/Axis Bank/UPI
SALARY,INB-BULK-UPLD/121590987187/SALARY/MAY/2023/May
MERCHENT,UPI/P2M/613588095819/Mrs. Cynthia Rogers DDS/Fedral Bank
BANK_TRANSFER,UPI/P2A/494833728225/Jonathan Quinn/Yes Bank/UPI
BANK_TRANSFER,UPI/P2A/771314205834/Paula Hayes/Fedral Bank/UPI
MERCHENT,UPI/P2M/847710295093/Brandi Price MD/HDFC Bank
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/431703512792/Robert Johnson/State Bank/UPI
SALARY,INB-BULK-UPLD/112220469988/SALARY/OCT/2021/Oct
MERCHENT,UPI/P2M/377578662907/Amanda Williams/Yes Bank
BANK_TRANSFER,UPI/P2A/283375981998/Valerie Mccann/Axis Bank/UPI
SALARY,INB-BULK-UPLD/234735849450/SALARY/AUG/2021/Aug
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/784409010141/Brandon Flores/State Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/166539030252/SALARY/NOV/2020/Nov
MERCHENT,UPI/P2M/333766704365/James Harrington/ICICI Bank
MERCHENT,UPI/P2M/692382787826/Andrew Rodriguez/Fedral Bank
SALARY,INB-BULK-UPLD/344760632396/SALARY/MAR/2021/Mar
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/692927766989/Katherine Donaldson/Fedral Bank
SALARY,INB-BULK-UPLD/426794141164/SALARY/JUL/2023/Jul
BANK_TRANSFER,UPI/P2A/855104017816/Carla Bullock/Yes Bank/UPI
SALARY,INB-BULK-UPLD/174038596432/SALARY/JUL/2022/Jul
BANK_TRANSFER,UPI/P2A/645367810327/Timothy Hale/HDFC Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/551674913324/SALARY/APR/2020/Apr
SALARY,INB-BULK-UPLD/928364936981/SALARY/JUL/2023/Jul
MERCHENT,UPI/P2M/968229272606/William Rodriguez/Axis Bank
SALARY,INB-BULK-UPLD/879021731449/SALARY/JAN/2022/Jan
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/762182598721/Tracey Butler/HDFC Bank
BANK_TRANSFER,UPI/P2A/318249539132/Thomas Wagner/State Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/954906756402/Bonnie Keith/State Bank/UPI
MERCHENT,UPI/P2M/388569883930/Annette Fields/HDFC Bank
BANK_TRANSFER,UPI/P2A/985795720789/Dana Carroll/Fedral Bank/UPI
MERCHENT,UPI/P2M/811844319553/Catherine Frye/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/800689429076/Angela Christensen/Axis Bank
MERCHENT,UPI/P2M/665940072758/Dawn Watts/ICICI Bank
SALARY,INB-BULK-UPLD/468437397103/SALARY/OCT/2021/Oct
SALARY,INB-BULK-UPLD/976564079097/SALARY/MAR/2023/Mar
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/637646118237/Jaime Brown/HDFC Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/356078137784/Alexis Terry/Axis Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/462122105646/SALARY/DEC/2021/Dec
MERCHENT,UPI/P2M/589802128804/Megan Mcintosh/Fedral Bank
MERCHENT,UPI/P2M/921011703272/Aaron Walker/Fedral Bank
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/598535750628/SALARY/JUN/2020/Jun
BANK_TRANSFER,UPI/P2A/306391341421/Mariah Davidson/ICICI Bank/UPI
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/735137086555/Mr. Troy Best II/Yes Bank
BANK_TRANSFER,UPI/P2A/240579838669/Tiffany Hunter/Fedral Bank/UPI
SALARY,INB-BULK-UPLD/562979942423/SALARY/DEC/2022/Dec
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/580940360096/SALARY/NOV/2022/Nov
MUTUAL_FUND,NACH-DR- GROWW
BANK_TRANSFER,UPI/P2A/981795146400/Kimberly Lester/HDFC Bank/UPI
MERCHENT,UPI/P2M/266747029144/Brandy Dixon/Yes Bank
MUTUAL_FUND,NACH-DR- GROWW
MERCHENT,UPI/P2M/192773220584/Michael Guerrero/ICICI Bank
MERCHENT,UPI/P2M/309731512269/Carla Parks/State Bank
MERCHENT,UPI/P2M/923627718130/Stacy Wheeler/ICICI Bank
MERCHENT,UPI/P2M/192624662732/Kim Rivera/ICICI Bank
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/259455027478/SALARY/OCT/2020/Oct
SALARY,INB-BULK-UPLD/235036089708/SALARY/JUN/2020/Jun
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
MUTUAL_FUND,NACH-DR- GROWW
SALARY,INB-BULK-UPLD/602835951413/SALARY/FEB/2021/Feb
